State,Year,Quarter,District_name,Insurance_count,Insurance_amount
Arunachal Pradesh,2021,2,Siang District,1.0,5423.0
Arunachal Pradesh,2021,2,Kra Daadi District,1.0,210.0
Arunachal Pradesh,2021,2,Changlang District,12.0,11258.0
Arunachal Pradesh,2021,2,West Kameng District,20.0,17896.0
Arunachal Pradesh,2021,2,Shi Yomi District,1.0,933.0
Arunachal Pradesh,2021,2,East Siang District,6.0,2979.0
Arunachal Pradesh,2021,2,Upper Subansiri District,2.0,467.0
Arunachal Pradesh,2021,2,East Kameng District,4.0,327.0
Arunachal Pradesh,2021,2,Lohit District,16.0,21096.0
Arunachal Pradesh,2021,2,Tawang District,13.0,23216.0
Arunachal Pradesh,2021,2,Namsai District,11.0,8880.0
Arunachal Pradesh,2021,3,Lower Dibang Valley District,13.0,11845.0
Arunachal Pradesh,2021,3,Lower Subansiri District,6.0,11875.0
Arunachal Pradesh,2021,3,West Siang District,21.0,57300.0
Arunachal Pradesh,2021,3,Kamle District,2.0,1245.0
Arunachal Pradesh,2021,3,Upper Siang District,5.0,11455.0
Arunachal Pradesh,2021,3,Tirap District,14.0,38082.0
Arunachal Pradesh,2021,3,Papum Pare District,50.0,95368.0
Arunachal Pradesh,2021,3,Anjaw District,1.0,1531.0
Arunachal Pradesh,2021,3,Lower Siang District,3.0,1927.0
Arunachal Pradesh,2021,3,Kra Daadi District,1.0,946.0
Arunachal Pradesh,2021,3,Changlang District,15.0,25894.0
Arunachal Pradesh,2021,3,West Kameng District,22.0,21566.0
Arunachal Pradesh,2021,3,East Siang District,23.0,32914.0
Arunachal Pradesh,2021,3,Upper Subansiri District,2.0,2417.0
Arunachal Pradesh,2021,3,Lohit District,10.0,15097.0
Arunachal Pradesh,2021,3,Lepa Rada District,1.0,946.0
Arunachal Pradesh,2021,3,Tawang District,8.0,5436.0
Arunachal Pradesh,2021,3,Namsai District,15.0,35207.0
Arunachal Pradesh,2021,4,Lower Dibang Valley District,11.0,12440.0
Arunachal Pradesh,2021,4,Lower Subansiri District,7.0,10820.0
Arunachal Pradesh,2021,4,Longding District,2.0,4852.0
Arunachal Pradesh,2021,4,West Siang District,14.0,25308.0
Arunachal Pradesh,2021,4,Upper Siang District,2.0,6420.0
Arunachal Pradesh,2021,4,Tirap District,14.0,37402.0
Arunachal Pradesh,2021,4,Papum Pare District,128.0,232985.0
Arunachal Pradesh,2021,4,Kurung Kumey District,2.0,4597.0
Arunachal Pradesh,2021,4,Anjaw District,2.0,1175.0
Arunachal Pradesh,2021,4,Siang District,5.0,7876.0
Arunachal Pradesh,2021,4,Lower Siang District,2.0,3130.0
Arunachal Pradesh,2021,4,Changlang District,26.0,59532.0
Arunachal Pradesh,2021,4,Pakke Kessang District,4.0,6980.0
Arunachal Pradesh,2021,4,West Kameng District,37.0,61049.0
Arunachal Pradesh,2021,4,East Siang District,7.0,22841.0
Arunachal Pradesh,2021,4,Upper Subansiri District,4.0,6632.0
Arunachal Pradesh,2021,4,East Kameng District,4.0,4783.0
Arunachal Pradesh,2021,4,Lohit District,17.0,19353.0
Arunachal Pradesh,2021,4,Lepa Rada District,4.0,22217.0
Arunachal Pradesh,2021,4,Tawang District,14.0,28772.0
Arunachal Pradesh,2021,4,Namsai District,14.0,19295.0
Arunachal Pradesh,2022,1,Lower Dibang Valley District,10.0,17012.0
Arunachal Pradesh,2022,1,Lower Subansiri District,9.0,27520.0
Arunachal Pradesh,2022,1,Longding District,6.0,18234.0
Arunachal Pradesh,2022,1,West Siang District,7.0,16731.0
Arunachal Pradesh,2022,1,Kamle District,2.0,3042.0
Arunachal Pradesh,2022,1,Tirap District,22.0,98280.0
Arunachal Pradesh,2022,1,Papum Pare District,149.0,339981.0
Arunachal Pradesh,2022,1,Kurung Kumey District,2.0,2907.0
Arunachal Pradesh,2022,1,Anjaw District,1.0,56.0
Arunachal Pradesh,2022,1,Siang District,3.0,10551.0
Arunachal Pradesh,2022,1,Lower Siang District,6.0,16596.0
Arunachal Pradesh,2022,1,Kra Daadi District,1.0,56.0
Arunachal Pradesh,2022,1,Changlang District,22.0,41022.0
Arunachal Pradesh,2022,1,Pakke Kessang District,2.0,4537.0
Arunachal Pradesh,2022,1,Dibang Valley District,2.0,4047.0
Arunachal Pradesh,2022,1,West Kameng District,36.0,83342.0
Arunachal Pradesh,2022,1,Shi Yomi District,1.0,1335.0
Arunachal Pradesh,2022,1,East Siang District,22.0,50073.0
Arunachal Pradesh,2022,1,Upper Subansiri District,5.0,7374.0
Arunachal Pradesh,2022,1,East Kameng District,1.0,56.0
Arunachal Pradesh,2022,1,Lohit District,17.0,33684.0
Arunachal Pradesh,2022,1,Lepa Rada District,5.0,32299.0
Arunachal Pradesh,2022,1,Tawang District,11.0,59469.0
Arunachal Pradesh,2022,1,Namsai District,13.0,25903.0
Arunachal Pradesh,2022,2,Lower Dibang Valley District,13.0,25061.0
Arunachal Pradesh,2022,2,Lower Subansiri District,7.0,13328.0
Arunachal Pradesh,2022,2,Longding District,3.0,6396.0
Arunachal Pradesh,2022,2,West Siang District,24.0,54485.0
Arunachal Pradesh,2022,2,Kamle District,2.0,1353.0
Arunachal Pradesh,2022,2,Upper Siang District,2.0,7050.0
Arunachal Pradesh,2022,2,Tirap District,15.0,32728.0
Arunachal Pradesh,2022,2,Papum Pare District,310.0,752159.0
Arunachal Pradesh,2022,2,Kurung Kumey District,2.0,3224.0
Arunachal Pradesh,2022,2,Lower Siang District,3.0,9427.0
Arunachal Pradesh,2022,2,Kra Daadi District,3.0,4261.0
Arunachal Pradesh,2022,2,Changlang District,25.0,51823.0
Arunachal Pradesh,2022,2,West Kameng District,47.0,115575.0
Arunachal Pradesh,2022,2,East Siang District,29.0,107087.0
Arunachal Pradesh,2022,2,Upper Subansiri District,4.0,1295.0
Arunachal Pradesh,2022,2,East Kameng District,10.0,17345.0
Arunachal Pradesh,2022,2,Lohit District,21.0,59273.0
Arunachal Pradesh,2022,2,Lepa Rada District,4.0,2554.0
Arunachal Pradesh,2022,2,Tawang District,26.0,61225.0
Arunachal Pradesh,2022,2,Namsai District,14.0,34582.0
Arunachal Pradesh,2022,3,Lower Dibang Valley District,17.0,26960.0
Arunachal Pradesh,2022,3,Lower Subansiri District,11.0,26683.0
Arunachal Pradesh,2022,3,Longding District,2.0,9842.0
Arunachal Pradesh,2022,3,West Siang District,16.0,86941.0
Arunachal Pradesh,2022,3,Kamle District,1.0,2325.0
Arunachal Pradesh,2022,3,Upper Siang District,4.0,6334.0
Arunachal Pradesh,2022,3,Tirap District,23.0,54004.0
Arunachal Pradesh,2022,3,Papum Pare District,250.0,590296.0
Arunachal Pradesh,2022,3,Anjaw District,1.0,1758.0
Arunachal Pradesh,2022,3,Siang District,2.0,6421.0
Arunachal Pradesh,2022,3,Lower Siang District,3.0,4229.0
Arunachal Pradesh,2022,3,Kra Daadi District,1.0,5626.0
Arunachal Pradesh,2022,3,Changlang District,22.0,53679.0
Arunachal Pradesh,2022,3,Pakke Kessang District,2.0,2018.0
Arunachal Pradesh,2022,3,West Kameng District,42.0,118030.0
Arunachal Pradesh,2022,3,Shi Yomi District,1.0,1304.0
Arunachal Pradesh,2022,3,East Siang District,35.0,54567.0
Arunachal Pradesh,2022,3,Upper Subansiri District,1.0,720.0
Arunachal Pradesh,2022,3,East Kameng District,15.0,25996.0
Arunachal Pradesh,2022,3,Lohit District,18.0,45865.0
Arunachal Pradesh,2022,3,Lepa Rada District,5.0,9636.0
Arunachal Pradesh,2022,3,Tawang District,24.0,112439.0
Arunachal Pradesh,2022,3,Namsai District,14.0,54631.0
Arunachal Pradesh,2022,4,Lower Dibang Valley District,23.0,56348.0
Arunachal Pradesh,2022,4,Lower Subansiri District,14.0,21747.0
Arunachal Pradesh,2022,4,Longding District,8.0,30147.0
Arunachal Pradesh,2022,4,West Siang District,22.0,42902.0
Arunachal Pradesh,2022,4,Upper Siang District,10.0,38307.0
Arunachal Pradesh,2022,4,Tirap District,22.0,69612.0
Arunachal Pradesh,2022,4,Papum Pare District,249.0,557453.0
Arunachal Pradesh,2022,4,Kurung Kumey District,2.0,1617.0
Arunachal Pradesh,2022,4,Anjaw District,5.0,15990.0
Arunachal Pradesh,2022,4,Siang District,8.0,25817.0
Arunachal Pradesh,2022,4,Lower Siang District,3.0,14716.0
Arunachal Pradesh,2022,4,Kra Daadi District,2.0,2861.0
Arunachal Pradesh,2022,4,Changlang District,39.0,92295.0
Arunachal Pradesh,2022,4,Pakke Kessang District,4.0,9380.0
Arunachal Pradesh,2022,4,Dibang Valley District,1.0,1273.0
Arunachal Pradesh,2022,4,West Kameng District,53.0,140810.0
Arunachal Pradesh,2022,4,Shi Yomi District,1.0,56.0
Arunachal Pradesh,2022,4,East Siang District,33.0,62867.0
Arunachal Pradesh,2022,4,Upper Subansiri District,7.0,6741.0
Arunachal Pradesh,2022,4,East Kameng District,11.0,18432.0
Arunachal Pradesh,2022,4,Lohit District,35.0,74057.0
Arunachal Pradesh,2022,4,Lepa Rada District,4.0,11158.0
Arunachal Pradesh,2022,4,Tawang District,32.0,117810.0
Arunachal Pradesh,2022,4,Namsai District,25.0,52176.0
Arunachal Pradesh,2023,1,Lower Dibang Valley District,17.0,32562.0
Arunachal Pradesh,2023,1,Lower Subansiri District,18.0,52453.0
Arunachal Pradesh,2023,1,Longding District,11.0,38902.0
Arunachal Pradesh,2023,1,West Siang District,26.0,77049.0
Arunachal Pradesh,2023,1,Upper Siang District,13.0,45923.0
Arunachal Pradesh,2023,1,Tirap District,20.0,42058.0
Arunachal Pradesh,2023,1,Papum Pare District,214.0,609907.0
Arunachal Pradesh,2023,1,Kurung Kumey District,2.0,11687.0
Arunachal Pradesh,2023,1,Anjaw District,1.0,1257.0
Arunachal Pradesh,2023,1,Siang District,6.0,22077.0
Arunachal Pradesh,2023,1,Lower Siang District,11.0,24273.0
Arunachal Pradesh,2023,1,Kra Daadi District,1.0,56.0
Arunachal Pradesh,2023,1,Changlang District,58.0,150506.0
Arunachal Pradesh,2023,1,Pakke Kessang District,1.0,323.0
Arunachal Pradesh,2023,1,West Kameng District,58.0,148766.0
Arunachal Pradesh,2023,1,Shi Yomi District,2.0,7170.0
Arunachal Pradesh,2023,1,East Siang District,45.0,131785.0
Arunachal Pradesh,2023,1,Upper Subansiri District,9.0,15828.0
Arunachal Pradesh,2023,1,East Kameng District,12.0,38909.0
Arunachal Pradesh,2023,1,Lohit District,22.0,48743.0
Arunachal Pradesh,2023,1,Lepa Rada District,2.0,1470.0
Arunachal Pradesh,2023,1,Tawang District,43.0,177062.0
Arunachal Pradesh,2023,1,Namsai District,14.0,68709.0
Arunachal Pradesh,2023,2,Lower Dibang Valley District,29.0,51944.0
Arunachal Pradesh,2023,2,Lower Subansiri District,17.0,50690.0
Arunachal Pradesh,2023,2,Longding District,6.0,11281.0
Arunachal Pradesh,2023,2,West Siang District,27.0,85810.0
Arunachal Pradesh,2023,2,Kamle District,1.0,1461.0
Arunachal Pradesh,2023,2,Upper Siang District,13.0,43078.0
Arunachal Pradesh,2023,2,Tirap District,21.0,70549.0
Arunachal Pradesh,2023,2,Papum Pare District,261.0,767297.0
Arunachal Pradesh,2023,2,Kurung Kumey District,1.0,36.0
Arunachal Pradesh,2023,2,Anjaw District,2.0,7504.0
Arunachal Pradesh,2023,2,Siang District,4.0,7411.0
Arunachal Pradesh,2023,2,Lower Siang District,6.0,33183.0
Arunachal Pradesh,2023,2,Changlang District,48.0,182270.0
Arunachal Pradesh,2023,2,Pakke Kessang District,1.0,3561.0
Arunachal Pradesh,2023,2,West Kameng District,87.0,278705.0
Arunachal Pradesh,2023,2,Shi Yomi District,1.0,7321.0
Arunachal Pradesh,2023,2,East Siang District,49.0,134410.0
Arunachal Pradesh,2023,2,Upper Subansiri District,9.0,21737.0
Arunachal Pradesh,2023,2,East Kameng District,12.0,32842.0
Arunachal Pradesh,2023,2,Lohit District,29.0,65934.0
Arunachal Pradesh,2023,2,Lepa Rada District,7.0,24722.0
Arunachal Pradesh,2023,2,Tawang District,31.0,117759.0
Arunachal Pradesh,2023,2,Namsai District,34.0,96483.0
Arunachal Pradesh,2023,3,Lower Dibang Valley District,39.0,140365.0
Arunachal Pradesh,2023,3,Lower Subansiri District,13.0,22876.0
Arunachal Pradesh,2023,3,Longding District,3.0,21679.0
Arunachal Pradesh,2023,3,West Siang District,23.0,92531.0
Arunachal Pradesh,2023,3,Kamle District,2.0,3826.0
Arunachal Pradesh,2023,3,Upper Siang District,10.0,21601.0
Arunachal Pradesh,2023,3,Tirap District,38.0,135660.0
Arunachal Pradesh,2023,3,Papum Pare District,285.0,696186.0
Arunachal Pradesh,2023,3,Kurung Kumey District,6.0,11543.0
Arunachal Pradesh,2023,3,Anjaw District,1.0,5822.0
Arunachal Pradesh,2023,3,Lower Siang District,6.0,11486.0
Arunachal Pradesh,2023,3,Kra Daadi District,1.0,36.0
Arunachal Pradesh,2023,3,Changlang District,44.0,108703.0
Arunachal Pradesh,2023,3,Pakke Kessang District,2.0,1638.0
Arunachal Pradesh,2023,3,Dibang Valley District,1.0,1600.0
Arunachal Pradesh,2023,3,West Kameng District,65.0,185636.0
Arunachal Pradesh,2023,3,Shi Yomi District,1.0,3580.0
Arunachal Pradesh,2023,3,East Siang District,59.0,113780.0
Arunachal Pradesh,2023,3,Upper Subansiri District,11.0,23048.0
Arunachal Pradesh,2023,3,East Kameng District,6.0,15582.0
Arunachal Pradesh,2023,3,Lohit District,29.0,102043.0
Arunachal Pradesh,2023,3,Tawang District,39.0,129855.0
Arunachal Pradesh,2023,3,Namsai District,34.0,55710.0
Arunachal Pradesh,2023,4,Lower Dibang Valley District,35.0,81825.0
Arunachal Pradesh,2023,4,Lower Subansiri District,13.0,21089.0
Arunachal Pradesh,2023,4,Longding District,6.0,19165.0
Arunachal Pradesh,2023,4,West Siang District,48.0,119227.0
Arunachal Pradesh,2023,4,Kamle District,1.0,11668.0
Arunachal Pradesh,2023,4,Upper Siang District,10.0,22705.0
Arunachal Pradesh,2023,4,Tirap District,32.0,74981.0
Arunachal Pradesh,2023,4,Papum Pare District,318.0,852980.0
Arunachal Pradesh,2023,4,Kurung Kumey District,4.0,1354.0
Arunachal Pradesh,2023,4,Anjaw District,3.0,18810.0
Arunachal Pradesh,2023,4,Siang District,2.0,4226.0
Arunachal Pradesh,2023,4,Lower Siang District,9.0,42641.0
Arunachal Pradesh,2023,4,Changlang District,47.0,94883.0
Arunachal Pradesh,2023,4,Pakke Kessang District,3.0,1695.0
Arunachal Pradesh,2023,4,Dibang Valley District,2.0,20681.0
Arunachal Pradesh,2023,4,West Kameng District,67.0,190405.0
Arunachal Pradesh,2023,4,Shi Yomi District,2.0,6149.0
Arunachal Pradesh,2023,4,East Siang District,42.0,109484.0
Arunachal Pradesh,2023,4,Upper Subansiri District,14.0,19213.0
Arunachal Pradesh,2023,4,East Kameng District,18.0,17324.0
Arunachal Pradesh,2023,4,Lohit District,34.0,77356.0
Arunachal Pradesh,2023,4,Lepa Rada District,5.0,9401.0
Arunachal Pradesh,2023,4,Tawang District,45.0,167579.0
Arunachal Pradesh,2023,4,Namsai District,49.0,120567.0
Arunachal Pradesh,2024,1,Lower Dibang Valley District,48.0,123833.0
Arunachal Pradesh,2024,1,Lower Subansiri District,31.0,47226.0
Arunachal Pradesh,2024,1,Longding District,9.0,25954.0
Arunachal Pradesh,2024,1,West Siang District,49.0,128839.0
Arunachal Pradesh,2024,1,Kamle District,10.0,15390.0
Arunachal Pradesh,2024,1,Upper Siang District,13.0,23424.0
Arunachal Pradesh,2024,1,Tirap District,25.0,68242.0
Arunachal Pradesh,2024,1,Papum Pare District,415.0,902815.0
Arunachal Pradesh,2024,1,Kurung Kumey District,5.0,7023.0
Arunachal Pradesh,2024,1,Anjaw District,5.0,6965.0
Arunachal Pradesh,2024,1,Siang District,7.0,16226.0
Arunachal Pradesh,2024,1,Lower Siang District,11.0,29243.0
Arunachal Pradesh,2024,1,Kra Daadi District,4.0,616.0
Arunachal Pradesh,2024,1,Changlang District,60.0,119720.0
Arunachal Pradesh,2024,1,Pakke Kessang District,3.0,7499.0
Arunachal Pradesh,2024,1,Dibang Valley District,1.0,61.0
Arunachal Pradesh,2024,1,West Kameng District,109.0,264851.0
Arunachal Pradesh,2024,1,Shi Yomi District,1.0,1169.0
Arunachal Pradesh,2024,1,East Siang District,88.0,195598.0
Arunachal Pradesh,2024,1,Upper Subansiri District,25.0,54281.0
Arunachal Pradesh,2024,1,East Kameng District,20.0,25006.0
Arunachal Pradesh,2024,1,Lohit District,58.0,125916.0
Arunachal Pradesh,2024,1,Lepa Rada District,9.0,31689.0
Arunachal Pradesh,2024,1,Tawang District,57.0,123314.0
Arunachal Pradesh,2024,1,Namsai District,37.0,74800.0
Arunachal Pradesh,2024,2,Lower Dibang Valley District,38.0,102160.0
Arunachal Pradesh,2024,2,Lower Subansiri District,40.0,58095.0
Arunachal Pradesh,2024,2,Longding District,19.0,36297.0
Arunachal Pradesh,2024,2,West Siang District,48.0,122922.0
Arunachal Pradesh,2024,2,Kamle District,5.0,11926.0
Arunachal Pradesh,2024,2,Upper Siang District,23.0,80329.0
Arunachal Pradesh,2024,2,Tirap District,26.0,71335.0
Arunachal Pradesh,2024,2,Papum Pare District,361.0,844112.0
Arunachal Pradesh,2024,2,Kurung Kumey District,2.0,152.0
Arunachal Pradesh,2024,2,Anjaw District,7.0,5051.0
Arunachal Pradesh,2024,2,Siang District,5.0,8906.0
Arunachal Pradesh,2024,2,Lower Siang District,12.0,35054.0
Arunachal Pradesh,2024,2,Kra Daadi District,7.0,8840.0
Arunachal Pradesh,2024,2,Changlang District,55.0,127100.0
Arunachal Pradesh,2024,2,Pakke Kessang District,7.0,15963.0
Arunachal Pradesh,2024,2,Dibang Valley District,5.0,9412.0
Arunachal Pradesh,2024,2,West Kameng District,100.0,234304.0
Arunachal Pradesh,2024,2,Shi Yomi District,3.0,14314.0
Arunachal Pradesh,2024,2,East Siang District,54.0,143926.0
Arunachal Pradesh,2024,2,Upper Subansiri District,18.0,50389.0
Arunachal Pradesh,2024,2,East Kameng District,25.0,25365.0
Arunachal Pradesh,2024,2,Lohit District,55.0,80040.0
Arunachal Pradesh,2024,2,Lepa Rada District,8.0,20920.0
Arunachal Pradesh,2024,2,Tawang District,192.0,165583.0
Arunachal Pradesh,2024,2,Namsai District,32.0,80520.0
Arunachal Pradesh,2024,3,Lower Dibang Valley District,27.0,49341.0
Arunachal Pradesh,2024,3,Lower Subansiri District,24.0,41745.0
Arunachal Pradesh,2024,3,Longding District,8.0,18126.0
Arunachal Pradesh,2024,3,Itanagar Capital Complex District,218.0,512620.0
Arunachal Pradesh,2024,3,West Siang District,28.0,89620.0
Arunachal Pradesh,2024,3,Kamle District,3.0,3368.0
Arunachal Pradesh,2024,3,Upper Siang District,8.0,20365.0
Arunachal Pradesh,2024,3,Tirap District,35.0,80188.0
Arunachal Pradesh,2024,3,Papum Pare District,66.0,79642.0
Arunachal Pradesh,2024,3,Kurung Kumey District,4.0,2982.0
Arunachal Pradesh,2024,3,Anjaw District,8.0,15674.0
Arunachal Pradesh,2024,3,Siang District,3.0,2621.0
Arunachal Pradesh,2024,3,Lower Siang District,21.0,41622.0
Arunachal Pradesh,2024,3,Kra Daadi District,2.0,1075.0
Arunachal Pradesh,2024,3,Changlang District,57.0,132735.0
Arunachal Pradesh,2024,3,Dibang Valley District,4.0,26967.0
Arunachal Pradesh,2024,3,West Kameng District,115.0,280805.0
Arunachal Pradesh,2024,3,Shi Yomi District,4.0,7802.0
Arunachal Pradesh,2024,3,East Siang District,47.0,127890.0
Arunachal Pradesh,2024,3,Upper Subansiri District,15.0,34832.0
Arunachal Pradesh,2024,3,East Kameng District,10.0,4508.0
Arunachal Pradesh,2024,3,Lohit District,32.0,96133.0
Arunachal Pradesh,2024,3,Lepa Rada District,6.0,21040.0
Arunachal Pradesh,2024,3,Tawang District,69.0,166341.0
Arunachal Pradesh,2024,3,Namsai District,28.0,93343.0
Arunachal Pradesh,2024,4,Lower Subansiri District,35.0,61313.0
Arunachal Pradesh,2024,4,Tirap District,35.0,86267.0
Arunachal Pradesh,2024,4,Papum Pare District,61.0,126855.0
Arunachal Pradesh,2024,4,Anjaw District,15.0,27869.0
Arunachal Pradesh,2024,4,Lower Siang District,14.0,33797.0
Arunachal Pradesh,2024,4,Dibang Valley District,8.0,11260.0
Arunachal Pradesh,2024,4,West Kameng District,117.0,277233.0
Arunachal Pradesh,2024,4,Shi Yomi District,3.0,5772.0
Arunachal Pradesh,2024,4,East Kameng District,13.0,9130.0
Arunachal Pradesh,2024,4,Lohit District,34.0,82796.0
Arunachal Pradesh,2024,4,Lepa Rada District,10.0,35085.0
Arunachal Pradesh,2024,4,Lower Dibang Valley District,34.0,63459.0
Arunachal Pradesh,2024,4,Longding District,11.0,54596.0
Arunachal Pradesh,2024,4,Itanagar Capital Complex District,240.0,638964.0
Arunachal Pradesh,2024,4,West Siang District,55.0,118386.0
Arunachal Pradesh,2024,4,Kamle District,6.0,66.0
Arunachal Pradesh,2024,4,Upper Siang District,15.0,10761.0
Arunachal Pradesh,2024,4,Kurung Kumey District,4.0,3824.0
Arunachal Pradesh,2024,4,Siang District,7.0,24849.0
Arunachal Pradesh,2024,4,Kra Daadi District,2.0,1068.0
Arunachal Pradesh,2024,4,Changlang District,55.0,85559.0
Arunachal Pradesh,2024,4,Pakke Kessang District,4.0,3434.0
Arunachal Pradesh,2024,4,East Siang District,89.0,235678.0
Arunachal Pradesh,2024,4,Upper Subansiri District,23.0,44909.0
Arunachal Pradesh,2024,4,Tawang District,68.0,223139.0
Arunachal Pradesh,2024,4,Namsai District,41.0,93403.0
Assam,2020,2,Tinsukia District,41.0,8863.0
Assam,2020,2,Lakhimpur District,34.0,7772.0
Assam,2020,2,Kamrup District,24.0,7156.0
Assam,2020,2,Kokrajhar District,13.0,2874.0
Assam,2020,2,Karbi Anglong District,12.0,2671.0
Assam,2020,2,Sivasagar District,16.0,3682.0
Assam,2020,2,Dibrugarh District,40.0,8918.0
Assam,2020,2,South Salmara Mancachar District,1.0,238.0
Assam,2020,2,Nagaon District,52.0,11413.0
Assam,2020,2,Dhubri District,19.0,4391.0
Assam,2020,2,Golaghat District,25.0,5694.0
Assam,2020,2,Udalguri District,14.0,3303.0
